NO.,name,metal,linker1,linker1_F,linker2,linker2_F,topology,N_CH4,N_N2,S_CH4_N2
242,DB0-m3_o460_o14_f0_fsc.sym.2_repeat.cif,1,32,11,12,0,2,2.261003195,0.275648741,8.202479677
243,DB0-m3_o1_o490_f0_fsc.sym.2_repeat.cif,1,6,11,34,0,2,1.874298265,0.228577643,8.199831975
245,DB0-m3_o1_o46_f0_fsc.sym.33_repeat.cif,1,6,9,32,0,2,1.859056464,0.226876653,8.194128553
246,DB0-m3_o44_o15_f0_fsc.sym.17_repeat.cif,1,33,0,18,12,2,2.122613337,0.259440524,8.181502661
247,DB0-m3_o24_o42_f0_fsc.sym.3_repeat.cif,1,13,28,37,0,2,1.524465792,0.186345566,8.180853609
248,DB0-m3_o52_o15_f0_fsc.sym.3_repeat.cif,1,36,11,18,11,2,2.135110941,0.261224358,8.173475689
249,DB0-m3_o16_o46_f0_fsc.sym.8_repeat.cif,1,20,2,32,2,2,2.259527586,0.27648457,8.172346063
250,DB0-m3_o1_o49_f0_fsc.sym.6_repeat.cif,1,6,10,34,0,2,1.710599446,0.209477575,8.166026574
251,DB0-m3_o16_o460_f0_fsc.sym.3_repeat.cif,1,20,0,32,11,2,2.436532674,0.298402059,8.165267634
252,DB0-m3_o51_o15_f0_fsc.sym.20_repeat.cif,1,29,19,18,0,2,2.146144766,0.262869516,8.164296876
253,DB0-m3_o49_o14_f0_fsc.sym.11_repeat.cif,1,34,0,12,4,2,2.230616198,0.273429174,8.157930499
254,DB0-m3_o18_o46_f0_fsc.sym.15_repeat.cif,1,26,23,32,0,2,1.828429868,0.224196381,8.155483412
255,DB0-m3_o18_o46_f0_fsc.sym.2_repeat.cif,1,26,11,32,0,2,2.106249962,0.258265558,8.155365267
257,DB0-m3_o49_o14_f0_fsc.sym.7_repeat.cif,1,34,0,12,3,2,2.193964917,0.269151709,8.151406212
258,DB0-m3_o1_o50_f0_fsc.sym.6_repeat.cif,1,6,10,43,0,2,1.703207035,0.209063145,8.146854551
259,DB0-m3_o16_o46_f0_fsc.sym.21_repeat.cif,1,20,0,32,1,2,2.477134942,0.304190291,8.143372803
260,DB0-m3_o14_o47_f0_fsc.sym.12_repeat.cif,1,12,1,30,1,2,2.10731325,0.258907528,8.139250601
261,DB0-m3_o50_o22_f0_fsc.sym.24_repeat.cif,1,43,0,9,19,2,0.941602292,0.115782801,8.132488441
262,DB0-m3_o460_o13_f0_fsc.sym.2_repeat.cif,1,32,0,22,11,2,2.023334957,0.248923311,8.128346628
263,DB0-m3_o4_o46_f0_fsc.sym.23_repeat.cif,1,24,2,32,0,2,1.768327007,0.217798801,8.119085114
264,DB0-m3_o43_o15_f0_fsc.sym.27_repeat.cif,1,21,0,18,8,2,1.887096103,0.232685713,8.110064334
265,DB0-m3_o48_o14_f0_fsc.sym.10_repeat.cif,1,35,1,12,1,2,2.173838324,0.268140501,8.10708682
266,DB0-m3_o50_o14_f0_fsc.sym.16_repeat.cif,1,43,0,12,1,2,1.904962049,0.235416758,8.091871051
267,DB0-m3_o49_o22_f0_fsc.sym.17_repeat.cif,1,34,0,9,9,2,1.122059694,0.138665897,8.091821571
268,DB0-m3_o1_o47_f0_fsc.sym.30_repeat.cif,1,6,12,30,12,2,2.075479517,0.256558481,8.08969366
269,DB0-m2_o15_o48_f0_fsc_repeat.cif,2,18,0,35,0,2,2.208279071,0.273133178,8.084990208
270,DB0-m3_o13_o46_f0_fsc.sym.25_repeat.cif,1,22,12,32,0,2,2.184891249,0.270374173,8.080990956
271,DB0-m3_o52_o15_f0_fsc.sym.44_repeat.cif,1,36,0,18,20,2,1.394385138,0.172657069,8.076038523
272,DB0-m3_o16_o47_f0_fsc.sym.66_repeat.cif,1,20,13,30,13,2,2.297101641,0.284508003,8.073943853
273,DB0-m3_o16_o50_f0_fsc.sym.40_repeat.cif,1,20,25,43,0,2,1.836069297,0.227424908,8.073299059
274,DB0-m3_o43_o13_f0_fsc.sym.41_repeat.cif,1,21,0,22,21,2,1.27547917,0.158035888,8.070819759
275,DB0-m3_o24_o49_f0_fsc.sym.29_repeat.cif,1,13,23,34,0,2,1.549045945,0.19210922,8.063360765
276,DB0-m3_o18_o46_f0_fsc.sym.17_repeat.cif,1,26,16,32,0,2,1.894807666,0.234996172,8.063142678
278,DB0-m3_o13_o46_f0_fsc.sym.21_repeat.cif,1,22,4,32,4,2,2.122533478,0.263412907,8.057818827
279,DB0-m18_o15_o48_f0_fsc_repeat.cif,4,18,0,35,0,2,2.366687176,0.293790742,8.055690121
280,DB0-m3_o1_o490_f0_fsc.sym.9_repeat.cif,1,6,10,34,0,2,1.944460992,0.241853792,8.039820171
281,DB0-m3_o490_o22_f0_fsc.sym.7_repeat.cif,1,34,0,9,3,2,1.398126892,0.174268706,8.022822473
282,DB0-m3_o18_o460_f0_fsc.sym.17_repeat.cif,1,26,17,32,0,2,2.008206849,0.250348253,8.021653121
283,DB0-m3_o460_o4_f0_fsc.sym.38_repeat.cif,1,32,17,24,0,2,1.750920853,0.218456863,8.0149501
284,DB0-m3_o45_o15_f0_fsc.sym.17_repeat.cif,1,25,4,18,4,2,2.079625536,0.259486821,8.014378258
285,DB0-m3_o16_o460_f0_fsc.sym.6_repeat.cif,1,20,0,32,1,2,2.463629418,0.307559069,8.010264269
286,DB0-m3_o18_o460_f0_fsc.sym.6_repeat.cif,1,26,10,32,0,2,2.158159837,0.269604444,8.004911964
287,DB0-m3_o42_o14_f0_fsc.sym.21_repeat.cif,1,37,0,12,23,2,1.991985974,0.248898666,8.003200699
288,DB0-m3_o45_o14_f0_fsc.sym.44_repeat.cif,1,25,14,12,14,2,1.651748848,0.206571944,7.995997989
290,DB0-m3_o48_o1_f0_fsc.sym.3_repeat.cif,1,35,11,6,11,2,1.92967662,0.241406874,7.993461767
291,DB0-m3_o14_o47_f0_fsc.sym.14_repeat.cif,1,12,3,30,3,2,2.019790864,0.252779652,7.990322204
292,DB0-m5_o36_o36_f0_flu.sym.12_repeat.cif,5,46,18,46,18,14,1.213575986,0.151919213,7.988298276
293,DB0-m3_o1_o490_f0_fsc.sym.28_repeat.cif,1,6,9,34,0,2,2.035621217,0.254841032,7.987807927
294,DB0-m3_o1_o46_f0_fsc.sym.15_repeat.cif,1,6,4,32,4,2,1.882517178,0.23608652,7.973844411
295,DB0-m3_o48_o14_f0_fsc.sym.2_repeat.cif,1,35,0,12,11,2,2.175021018,0.272840467,7.971768406
296,DB0-m3_o14_o47_f0_fsc.sym.11_repeat.cif,1,12,1,30,0,2,1.854425377,0.232791276,7.966043257
297,DB0-m3_o45_o15_f0_fsc.sym.32_repeat.cif,1,25,6,18,0,2,2.16057687,0.271234357,7.965719732
298,DB0-m3_o1_o47_f0_fsc.sym.39_repeat.cif,1,6,22,30,0,2,2.105147243,0.264468479,7.959917375
299,DB0-m3_o460_o13_f0_fsc.sym.24_repeat.cif,1,32,0,22,15,2,1.838303325,0.231028536,7.957040109
302,DB0-m3_o48_o14_f0_fsc.sym.38_repeat.cif,1,35,0,12,9,2,2.196128371,0.276076279,7.954788356
303,DB0-m3_o43_o15_f0_fsc.sym.20_repeat.cif,1,21,0,18,26,2,2.131034418,0.267931591,7.953651204
304,DB0-m3_o15_o47_f0_fsc_repeat.cif,1,18,0,30,0,2,2.205000475,0.277280049,7.95225075
305,DB0-m3_o50_o22_f0_fsc.sym.19_repeat.cif,1,43,0,9,15,2,1.381107782,0.173814014,7.945894278
306,DB0-m3_o18_o46_f0_fsc.sym.14_repeat.cif,1,26,17,32,0,2,2.017602193,0.253923998,7.945693242
307,DB0-m3_o13_o47_f0_fsc.sym.4_repeat.cif,1,22,28,30,0,2,1.594380499,0.200729443,7.942932895
308,DB0-m3_o14_o47_f0_fsc.sym.18_repeat.cif,1,12,24,30,0,2,2.195812172,0.276478469,7.942072953
309,DB0-m3_o1_o490_f0_fsc.sym.30_repeat.cif,1,6,9,34,0,2,2.082426846,0.262215326,7.941667163
310,DB0-m3_o14_o47_f0_fsc.sym.47_repeat.cif,1,12,21,30,0,2,1.809435201,0.227883764,7.940167272
312,DB0-m15_o15_o48_f0_fsc_repeat.cif,6,18,0,35,0,2,2.214961516,0.279003639,7.938826632
313,DB0-m3_o16_o460_f0_fsc.sym.10_repeat.cif,1,20,0,32,4,2,2.396458358,0.302033694,7.934407333
314,DB0-m3_o49_o4_f0_fsc.sym.8_repeat.cif,1,34,0,24,10,2,1.78536868,0.225024318,7.934114405
317,DB0-m3_o42_o15_f0_fsc.sym.3_repeat.cif,1,37,0,18,2,2,1.961330937,0.247301351,7.93093499
318,DB0-m3_o490_o22_f0_fsc.sym.1_repeat.cif,1,34,0,9,0,2,1.665217101,0.210010669,7.929202416
319,DB0-m3_o13_o46_f0_fsc.sym.53_repeat.cif,1,22,13,32,0,2,1.899535484,0.239626407,7.927070761
320,DB0-m3_o48_o14_f0_fsc.sym.17_repeat.cif,1,35,10,12,10,2,1.864261872,0.235317197,7.92233589
321,DB0-m3_o16_o46_f0_fsc.sym.3_repeat.cif,1,20,0,32,1,2,2.255166298,0.284729149,7.920391382
322,DB0-m3_o1_o47_f0_fsc.sym.61_repeat.cif,1,6,13,30,13,2,1.999506463,0.252465846,7.919908761
323,DB0-m3_o17_o46_f0_fsc.sym.19_repeat.cif,1,4,8,32,0,2,2.017245568,0.25483861,7.915776836
324,DB0-m3_o48_o14_f0_fsc.sym.3_repeat.cif,1,35,0,12,11,2,2.149170786,0.271731651,7.909166172
325,DB0-m3_o1_o47_f0_fsc.sym.4_repeat.cif,1,6,11,30,11,2,2.00303463,0.253367467,7.905650436
326,DB0-m3_o460_o4_f0_fsc.sym.12_repeat.cif,1,32,0,24,3,2,1.821661374,0.230459656,7.904469735
327,DB0-m3_o43_o15_f0_fsc.sym.41_repeat.cif,1,21,0,18,23,2,2.141130357,0.271035649,7.899810832
328,DB0-m3_o16_o46_f0_fsc.sym.7_repeat.cif,1,20,2,32,2,2,2.249099236,0.284735872,7.898896683
329,DB0-m3_o16_o460_f0_fsc.sym.1_repeat.cif,1,20,0,32,0,2,2.282311492,0.288941059,7.898882558
330,DB0-m3_o1_o43_f0_fsc.sym.22_repeat.cif,1,6,15,21,0,2,1.321260875,0.167282729,7.89836991
332,DB0-m3_o18_o46_f0_fsc.sym.22_repeat.cif,1,26,7,32,0,2,2.397198305,0.303604771,7.89578602
334,DB0-m3_o51_o15_f0_fsc.sym.16_repeat.cif,1,29,4,18,4,2,2.103910184,0.266507121,7.894386365
338,DB0-m3_o48_o13_f0_fsc.sym.38_repeat.cif,1,35,0,22,8,2,2.157921101,0.273559068,7.888318659
339,DB0-m3_o490_o13_f0_fsc.sym.11_repeat.cif,1,34,0,22,18,2,2.201096565,0.27904087,7.88807949
340,DB0-m3_o50_o14_f0_fsc.sym.3_repeat.cif,1,43,3,12,3,2,1.953887743,0.247721925,7.887423544
341,DB0-m3_o14_o47_f0_fsc.sym.44_repeat.cif,1,12,14,30,0,2,1.764970511,0.223845348,7.884776375
342,DB0-m3_o50_o22_f0_fsc.sym.20_repeat.cif,1,43,0,9,15,2,1.346204797,0.170737732,7.884635566
343,DB0-m3_o16_o46_f0_fsc.sym.9_repeat.cif,1,20,0,32,10,2,2.173972721,0.275726279,7.884532177
344,DB0-m3_o13_o47_f0_fsc.sym.40_repeat.cif,1,22,14,30,14,2,1.837187775,0.233030821,7.883883207
345,DB0-m3_o46_o23_f0_fsc.sym.48_repeat.cif,1,32,0,1,8,2,1.53197384,0.194318639,7.883823417
347,DB0-m3_o1_o490_f0_fsc.sym.12_repeat.cif,1,6,4,34,0,2,1.782793534,0.226379484,7.875243388
348,DB0-m3_o14_o47_f0_fsc.sym.23_repeat.cif,1,12,10,30,10,2,1.878337603,0.23858019,7.872982242
349,DB0-m3_o44_o15_f0_fsc.sym.21_repeat.cif,1,33,0,18,1,2,2.094944135,0.266244112,7.868508792
351,DB0-m3_o50_o22_f0_fsc.sym.32_repeat.cif,1,43,0,9,13,2,1.286986573,0.163725623,7.860630192
352,DB0-m3_o18_o46_f0_fsc.sym.8_repeat.cif,1,26,10,32,0,2,2.153287346,0.273954732,7.860011518
353,DB0-m3_o43_o15_f0_fsc.sym.21_repeat.cif,1,21,0,18,26,2,2.09874871,0.267098438,7.857585111
354,DB0-m3_o13_o47_f0_fsc.sym.28_repeat.cif,1,22,12,30,12,2,2.011940224,0.256133896,7.855033085
356,DB0-m3_o43_o15_f0_fsc.sym.32_repeat.cif,1,21,0,18,21,2,1.920666827,0.244623257,7.851529929
357,DB0-m3_o16_o46_f0_fsc.sym.12_repeat.cif,1,20,4,32,0,2,2.320680775,0.295575658,7.851393426
358,DB0-m3_o18_o47_f0_fsc.sym.26_repeat.cif,1,26,14,30,14,2,2.207171224,0.281118703,7.851385193
359,DB0-m3_o1_o50_f0_fsc.sym.3_repeat.cif,1,6,5,43,0,2,1.986257181,0.253289904,7.841833213
360,DB0-m3_o16_o47_f0_fsc.sym.46_repeat.cif,1,20,27,30,0,2,1.883111765,0.240162188,7.841000189
361,DB0-m3_o460_o4_f0_fsc.sym.46_repeat.cif,1,32,9,24,0,2,1.947835467,0.248599021,7.83524995
362,DB0-m3_o48_o14_f0_fsc.sym.20_repeat.cif,1,35,0,12,15,2,1.940158653,0.247651391,7.834232811
363,DB0-m3_o52_o15_f0_fsc.sym.10_repeat.cif,1,36,18,18,0,2,2.010630987,0.256664695,7.833687389
364,DB0-m2_o4_o45_f0_fsc_repeat.cif,2,24,0,25,0,2,1.605236374,0.205095844,7.826762091
365,DB0-m3_o16_o460_f0_fsc.sym.9_repeat.cif,1,20,2,32,0,2,2.239134611,0.286157187,7.824841439
366,DB0-m3_o14_o47_f0_fsc.sym.30_repeat.cif,1,12,4,30,4,2,2.137682308,0.273295428,7.821873646
367,DB0-m3_o1_o52_f0_fsc.sym.27_repeat.cif,1,6,15,36,0,2,1.263591469,0.161672451,7.815750075
368,DB0-m3_o13_o46_f0_fsc.sym.42_repeat.cif,1,22,16,32,0,2,1.569570957,0.200839563,7.81504867
369,DB0-m3_o43_o15_f0_fsc.sym.40_repeat.cif,1,21,0,18,23,2,2.020449177,0.258598049,7.813087473
370,DB0-m3_o42_o15_f0_fsc.sym.2_repeat.cif,1,37,0,18,3,2,1.664732404,0.213207611,7.808034602
371,DB0-m3_o48_o14_f0_fsc.sym.16_repeat.cif,1,35,10,12,10,2,1.916385866,0.245544529,7.804636803
372,DB0-m3_o1_o490_f0_fsc.sym.34_repeat.cif,1,6,7,34,0,2,2.035496091,0.260811949,7.804458709
374,DB0-m3_o45_o15_f0_fsc.sym.15_repeat.cif,1,25,10,18,0,2,1.686108857,0.216150977,7.800607136
375,DB0-m3_o24_o50_f0_fsc.sym.48_repeat.cif,1,13,23,43,0,2,1.128370265,0.144715402,7.797167751
376,DB0-m3_o16_o47_f0_fsc.sym.38_repeat.cif,1,20,20,30,0,2,1.976850119,0.253539623,7.797006611
377,DB0-m3_o14_o47_f0_fsc.sym.22_repeat.cif,1,12,10,30,10,2,1.894900649,0.24311374,7.794296812
378,DB0-m3_o14_o47_f0_fsc.sym.21_repeat.cif,1,12,2,30,2,2,1.824644398,0.234126644,7.793407746
379,DB0-m3_o1_o49_f0_fsc.sym.2_repeat.cif,1,6,11,34,0,2,1.953395433,0.250651583,7.793269896
380,DB0-m3_o52_o15_f0_fsc.sym.22_repeat.cif,1,36,0,18,12,2,2.038052713,0.261622436,7.790053258
382,DB0-m3_o43_o15_f0_fsc.sym.4_repeat.cif,1,21,1,18,0,2,1.402473422,0.180429322,7.772979521
383,DB0-m3_o51_o15_f0_fsc.sym.7_repeat.cif,1,29,0,18,3,2,1.806123805,0.23248151,7.768892253
384,DB0-m3_o460_o4_f0_fsc.sym.10_repeat.cif,1,32,1,24,0,2,2.005198697,0.258129743,7.768181512
386,DB0-m3_o44_o13_f0_fsc.sym.38_repeat.cif,1,33,0,22,20,2,1.475371522,0.190159044,7.758618739
387,DB0-m3_o1_o50_f0_fsc.sym.2_repeat.cif,1,6,11,43,0,2,1.811821897,0.233670777,7.753737635
388,DB0-m3_o17_o46_f0_fsc.sym.18_repeat.cif,1,4,19,32,0,2,1.842691567,0.238101375,7.739105105
389,DB0-m3_o490_o13_f0_fsc.sym.19_repeat.cif,1,34,0,22,26,2,2.367881021,0.306212798,7.732795733
390,DB0-m3_o13_o46_f0_fsc.sym.36_repeat.cif,1,22,17,32,0,2,1.754546289,0.226901096,7.73264794
391,DB0-m3_o14_o47_f0_fsc.sym.16_repeat.cif,1,12,3,30,3,2,1.991707409,0.257621216,7.731146672
392,DB0-m3_o49_o13_f0_fsc.sym.64_repeat.cif,1,34,0,22,13,2,1.891410399,0.244654652,7.730939849
394,DB0-m3_o51_o15_f0_fsc.sym.25_repeat.cif,1,29,0,18,9,2,2.21747908,0.287070176,7.724519189
395,DB0-m3_o52_o15_f0_fsc.sym.29_repeat.cif,1,36,0,18,21,2,1.957950168,0.253522809,7.722974411
396,DB0-m3_o14_o47_f0_fsc.sym.49_repeat.cif,1,12,0,30,21,2,2.163192453,0.280212722,7.719822421
397,DB0-m3_o24_o47_f0_fsc.sym.28_repeat.cif,1,13,15,30,15,2,1.036043744,0.134220787,7.718951467
398,DB0-m3_o48_o13_f0_fsc.sym.12_repeat.cif,1,35,18,22,18,2,1.928531669,0.250230717,7.707014131
400,DB0-m3_o460_o13_f0_fsc.sym.42_repeat.cif,1,32,0,22,16,2,1.523485964,0.197735821,7.704653407
401,DB0-m3_o18_o46_f0_fsc.sym.9_repeat.cif,1,26,4,32,0,2,2.052893609,0.266798986,7.694533032
402,DB0-m3_o51_o15_f0_fsc.sym.21_repeat.cif,1,29,22,18,0,2,2.146843876,0.279092407,7.692233196
403,DB0-m3_o13_o47_f0_fsc.sym.33_repeat.cif,1,22,8,30,0,2,1.601037342,0.208251672,7.687992723
404,DB0-m3_o1_o46_f0_fsc.sym.13_repeat.cif,1,6,2,32,2,2,1.71515876,0.223174416,7.685283963
405,DB0-m3_o43_o15_f0_fsc.sym.5_repeat.cif,1,21,0,18,1,2,1.475835285,0.192090093,7.683036946
406,DB0-m3_o48_o14_f0_fsc.sym.34_repeat.cif,1,35,0,12,1,2,1.82858095,0.238004065,7.682982024
407,DB0-m3_o48_o14_f0_fsc.sym.4_repeat.cif,1,35,11,12,11,2,2.057043268,0.267964201,7.676560019
408,DB0-m3_o14_o47_f0_fsc.sym.38_repeat.cif,1,12,0,30,12,2,2.160484588,0.281516274,7.674457166
409,DB0-m3_o42_o14_f0_fsc.sym.4_repeat.cif,1,37,0,12,1,2,1.902186444,0.247944162,7.671833968
410,DB0-m3_o16_o50_f0_fsc.sym.26_repeat.cif,1,20,8,43,0,2,1.750987716,0.228267189,7.670781424
411,DB0-m3_o48_o14_f0_fsc.sym.27_repeat.cif,1,35,14,12,0,2,2.070149812,0.269928443,7.669254083
412,DB0-m3_o18_o47_f0_fsc.sym.5_repeat.cif,1,26,28,30,0,2,1.987859396,0.259259479,7.667451179
413,DB0-m3_o43_o15_f0_fsc.sym.52_repeat.cif,1,21,0,18,6,2,1.969206875,0.256919174,7.664694106
414,DB0-m3_o42_o14_f0_fsc.sym.14_repeat.cif,1,37,0,12,12,2,1.898180452,0.24802616,7.653146157
415,DB0-m3_o43_o15_f0_fsc.sym.25_repeat.cif,1,21,0,18,19,2,2.10156851,0.274647905,7.651864336
416,DB0-m3_o16_o50_f0_fsc.sym.18_repeat.cif,1,20,8,43,0,2,1.755561759,0.229456431,7.65095906
417,DB0-m3_o45_o15_f0_fsc.sym.21_repeat.cif,1,25,14,18,0,2,1.90023525,0.248509134,7.646540872
419,DB0-m3_o16_o46_f0_fsc.sym.1_repeat.cif,1,20,0,32,0,2,2.273327669,0.297342224,7.645492257
420,DB0-m3_o51_o15_f0_fsc.sym.11_repeat.cif,1,29,2,18,2,2,1.768810324,0.231360515,7.645255813
421,DB0-m3_o16_o47_f0_fsc.sym.45_repeat.cif,1,20,27,30,0,2,1.885447191,0.246751793,7.641067829
422,DB0-m3_o44_o15_f0_fsc.sym.2_repeat.cif,1,33,0,18,11,2,2.098984201,0.274839834,7.637117849
423,DB0-m3_o48_o14_f0_fsc.sym.26_repeat.cif,1,35,0,12,14,2,1.928710615,0.252627754,7.634595108
424,DB0-m3_o42_o15_f0_fsc.sym.1_repeat.cif,1,37,0,18,0,2,2.166946661,0.283882174,7.633260776
425,DB0-m3_o49_o22_f0_fsc.sym.11_repeat.cif,1,34,0,9,4,2,1.256201703,0.164583172,7.632625434
426,DB0-m3_o460_o13_f0_fsc.sym.45_repeat.cif,1,32,0,22,9,2,1.983768511,0.259948099,7.631402257
427,DB0-m3_o1_o45_f0_fsc.sym.48_repeat.cif,1,6,13,25,13,2,1.500437968,0.196678327,7.628893303
429,DB0-m3_o43_o15_f0_fsc.sym.23_repeat.cif,1,21,0,18,15,2,2.022949718,0.265400823,7.622243581
430,DB0-m3_o16_o45_f0_fsc_repeat.cif,1,20,0,25,0,2,2.174271434,0.285339674,7.619940841
432,DB0-m3_o1_o460_f0_fsc.sym.4_repeat.cif,1,6,0,32,1,2,2.027341865,0.266355263,7.611420345
433,DB0-m3_o16_o48_f0_fsc.sym.21_repeat.cif,1,20,15,35,15,2,2.265126252,0.297665052,7.609647947
434,DB0-m2_o10_o10_f0_pcu.sym.11_repeat.cif,2,47,10,47,0,3,1.136492498,0.149373378,7.608400615
436,DB0-m3_o17_o460_f0_fsc.sym.15_repeat.cif,1,4,16,32,0,2,1.509450916,0.198551178,7.60232668
437,DB0-m3_o49_o14_f0_fsc.sym.6_repeat.cif,1,34,0,12,3,2,2.084214589,0.274330163,7.597467841
439,DB0-m3_o44_o15_f0_fsc.sym.15_repeat.cif,1,33,4,18,4,2,2.086321487,0.274683362,7.595368987
440,DB0-m3_o48_o14_f0_fsc.sym.44_repeat.cif,1,35,0,12,13,2,1.945705068,0.256204544,7.594342532
441,DB0-m3_o13_o46_f0_fsc.sym.27_repeat.cif,1,22,14,32,0,2,1.641168101,0.216257117,7.588966894
442,DB0-m3_o49_o13_f0_fsc.sym.2_repeat.cif,1,34,0,22,28,2,1.678201622,0.221263245,7.584638033
443,DB0-m3_o45_o15_f0_fsc.sym.11_repeat.cif,1,25,18,18,0,2,2.113087479,0.278795445,7.579347225
444,DB0-m3_o14_o47_f0_fsc.sym.60_repeat.cif,1,12,16,30,0,2,1.752849421,0.231357886,7.576354747
446,DB0-m3_o22_o47_f0_fsc.sym.28_repeat.cif,1,9,10,30,10,2,0.976185909,0.128862463,7.575409361
447,DB0-m3_o25_o460_f0_fsc.sym.14_repeat.cif,1,10,24,32,0,2,2.311642452,0.30526378,7.572606382
449,DB0-m3_o51_o15_f0_fsc.sym.31_repeat.cif,1,29,6,18,0,2,2.124948074,0.280788155,7.567798142
451,DB0-m3_o15_o46_f0_fsc_repeat.cif,1,18,0,32,0,2,2.180586012,0.288247909,7.56496732
452,DB0-m3_o50_o14_f0_fsc.sym.7_repeat.cif,1,43,2,12,2,2,1.841529998,0.243656915,7.557881133
453,DB0-m3_o13_o46_f0_fsc.sym.35_repeat.cif,1,22,17,32,0,2,1.737507991,0.229908346,7.55739416
454,DB0-m3_o4_o47_f0_fsc.sym.10_repeat.cif,1,24,5,30,5,2,1.884540431,0.249423391,7.555588213
455,DB0-m3_o43_o15_f0_fsc.sym.11_repeat.cif,1,21,0,18,18,2,2.00844182,0.265911245,7.553053346
456,DB0-m3_o460_o13_f0_fsc.sym.37_repeat.cif,1,32,0,22,17,2,1.722481028,0.228173623,7.548992773
457,DB0-m3_o16_o48_f0_fsc.sym.31_repeat.cif,1,20,21,35,0,2,1.904818985,0.252410594,7.546509647
458,DB0-m2_o15_o46_f0_fsc_repeat.cif,2,18,0,32,0,2,2.037400291,0.270083159,7.54360361
459,DB0-m18_o15_o46_f0_fsc_repeat.cif,4,18,0,32,0,2,2.246788247,0.297914075,7.541732455
461,DB0-m3_o460_o13_f0_fsc.sym.51_repeat.cif,1,32,0,22,7,2,2.155765537,0.285867802,7.541127484
463,DB0-m3_o1_o46_f0_fsc.sym.8_repeat.cif,1,6,3,32,0,2,1.67971628,0.22314425,7.527490757
464,DB0-m3_o460_o13_f0_fsc.sym.52_repeat.cif,1,32,0,22,13,2,1.776376686,0.236079421,7.52448763
466,DB0-m3_o14_o47_f0_fsc.sym.35_repeat.cif,1,12,0,30,15,2,2.17029624,0.288543811,7.521548412
467,DB0-m3_o49_o14_f0_fsc.sym.10_repeat.cif,1,34,0,12,2,2,2.073133084,0.275647174,7.520966212
468,DB0-m3_o51_o15_f0_fsc.sym.19_repeat.cif,1,29,12,18,0,2,1.960062858,0.260660593,7.519597951
469,DB0-m3_o43_o15_f0_fsc.sym.50_repeat.cif,1,21,13,18,0,2,2.10109502,0.279425732,7.519332604
470,DB0-m3_o14_o47_f0_fsc.sym.66_repeat.cif,1,12,9,30,9,2,2.041952118,0.271630284,7.517394919
471,DB0-m3_o42_o14_f0_fsc.sym.20_repeat.cif,1,37,0,12,17,2,1.644366299,0.218828299,7.514413378
472,DB0-m3_o44_o13_f0_fsc.sym.87_repeat.cif,1,33,0,22,13,2,1.545935279,0.205793181,7.51208215
473,DB0-m3_o52_o15_f0_fsc.sym.31_repeat.cif,1,36,0,18,27,2,2.026453821,0.269823086,7.510305563
474,DB0-m3_o17_o460_f0_fsc.sym.9_repeat.cif,1,4,10,32,0,2,2.123584034,0.282777323,7.509739507
475,DB0-m3_o1_o51_f0_fsc.sym.25_repeat.cif,1,6,19,29,0,2,1.633676544,0.217564758,7.508920849
476,DB0-m3_o14_o47_f0_fsc.sym.17_repeat.cif,1,12,18,30,0,2,1.691231515,0.225239334,7.508597567
477,DB0-m3_o49_o18_f0_fsc.sym.3_repeat.cif,1,34,0,26,28,2,2.129841884,0.283704337,7.507258805
478,DB0-m3_o25_o460_f0_fsc.sym.15_repeat.cif,1,10,24,32,0,2,2.162891092,0.288167608,7.505670429
479,DB0-m3_o52_o15_f0_fsc.sym.37_repeat.cif,1,36,0,18,23,2,1.634563671,0.217782703,7.505479761
481,DB0-m3_o460_o4_f0_fsc.sym.43_repeat.cif,1,32,1,24,0,2,2.023855022,0.269784992,7.501733172
482,DB0-m3_o17_o460_f0_fsc.sym.3_repeat.cif,1,4,5,32,5,2,2.311049283,0.308073014,7.501628426
483,DB0-m3_o17_o46_f0_fsc.sym.24_repeat.cif,1,4,23,32,0,2,1.832894609,0.244396922,7.499663226
484,DB0-m3_o15_o48_f0_fsc_repeat.cif,1,18,0,35,0,2,2.208114368,0.294828728,7.48948172
485,DB0-m3_o51_o15_f0_fsc.sym.8_repeat.cif,1,29,18,18,0,2,2.116844604,0.282666077,7.488852657
486,DB0-m3_o24_o49_f0_fsc.sym.34_repeat.cif,1,13,16,34,0,2,1.337042108,0.178559936,7.487917727
487,DB0-m3_o43_o13_f0_fsc.sym.36_repeat.cif,1,21,0,22,20,2,1.51906064,0.202886846,7.487230773
488,DB0-m3_o14_o47_f0_fsc.sym.13_repeat.cif,1,12,3,30,3,2,2.006544755,0.268090249,7.484586873
489,DB0-m3_o16_o47_f0_fsc.sym.29_repeat.cif,1,20,15,30,0,2,2.071815969,0.276839799,7.483808231
490,DB0-m3_o18_o460_f0_fsc.sym.10_repeat.cif,1,26,4,32,0,2,2.059859118,0.275262062,7.48326559
491,DB0-m2_o10_o10_f0_pcu.sym.24_repeat.cif,2,47,0,47,1,3,0.904028616,0.120809524,7.483090609
493,DB0-m3_o16_o46_f0_fsc.sym.4_repeat.cif,1,20,0,32,3,2,1.919696241,0.256768072,7.476382202
495,DB0-m3_o44_o14_f0_fsc.sym.6_repeat.cif,1,33,5,12,5,2,1.844374857,0.246900752,7.470106278
